repo_name,commit_num,commit,code_slice,classification,result_two_steps
keylogger4,4,b071d,NEW@<module>@keylogger.py_slice.py,Full Attack Chain,Full Attack Chain
keylogger4,4,b071d,NEW@<body>@keylogger.py_slice.py,Full Attack Chain,Full Attack Chain
keylogger5,0,12c40,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
keylogger5,1,31e4c,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
keylogger5,2,227fb,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
keylogger5,3,e712e,NEW@<body>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
keylogger5,4,75f79,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
keylogger5,4,75f79,<body>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ransomware1,1,98861,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware1,2,954c7,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware1,3,4eda8,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware2,3,f4a30,NEW@<module>@encrypt.py_slice.py,Undetermined,Undetermined
ransomware2,4,96b1f,NEW@<module>@encrypt.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware2,5,c91af,NEW@<module>@encrypt.py_slice.py,Core Attack Chain,Full Attack Chain
ransomware2,6,76b79,NEW@<module>@encrypt.py_slice.py,Core Attack Chain,Core Attack Chain, joern extract error slice
ransomware3,1,fba94,NEW@<module>@attack.py_slice.py,Undetermined,Undetermined
ransomware3,2,aa702,NEW@<module>@attack.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware3,3,725f5,NEW@<module>@attack.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware3,4,e29aa,NEW@<module>@attack.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware3,5,7d82f,NEW@<module>@attack.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware4,2,fea26,NEW@<module>@ransomware.py_slice.py,Undetermined,Undetermined
ransomware4,3,92b3a,NEW@<module>@ransomware.py_slice.py,Undetermined,Undetermined
ransomware4,4,034e6,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware4,5,f74df,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware4,6,e8210,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware4,7,6fa08,NEW@<module>@ransomware.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware5,0,1f376,NEW@<module>@cryptware.py_slice.py,Undetermined,Undetermined
ransomware5,1,2e3d3,NEW@<body>@cryptware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware5,1,2e3d3,NEW@<module>@cryptware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware5,2,262f1,NEW@<body>@cryptware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware5,2,262f1,NEW@<module>@cryptware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware5,3,2e4e1,NEW@<body>@cryptware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware5,3,2e4e1,NEW@<module>@cryptware.py_slice.py,Core Attack Chain,Core Attack Chain,joern extract error slice
ransomware6,0,571ee,NEW@<module>@ransomware.py_slice.py,Undetermined,Undetermined
ransomware6,1,2c7b0,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware6,2,400a1,NEW@<module>@ransomware.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware6,3,546b3,NEW@<module>@ransomware.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware7,0,5312c,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware7,1,ab143,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware7,2,8770a,NEW@<body>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware7,2,8770a,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware7,3,d6a53,NEW@<module>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware7,3,d6a53,<body>@ransomware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
reverseShell1,0,c6677,NEW@<module>@reverse.py_slice.py,Full Attack Chain,Full Attack Chain
reverseShell1,1,2ceaa,NEW@<module>@reverse.py_slice.py,Full Attack Chain,Full Attack Chain
reverseShell1,2,72770,NEW@<module>@reverse.py_slice.py,Full Attack Chain,Full Attack Chain
reverseShell1,3,a9d41,NEW@<module>@reverse.py_slice.py,Full Attack Chain,Full Attack Chain
reverseShell2,1,683ad,NEW@<module>@client.py_slice.py,Undetermined,Undetermined
reverseShell2,2,86f9e,NEW@<module>@client.py_slice.py,Undetermined,Undetermined
reverseShell2,3,3d1ac,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain
reverseShell3,0,dcf79,NEW@<module>@client.py_slice.py,Undetermined,Undetermined
reverseShell3,1,1ccbb,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain
reverseShell4,2,f3a04,NEW@<module>@victim.py_slice.py,Undetermined,Undetermined
reverseShell4,3,08561,NEW@<module>@victim.py_slice.py,Core Attack Chain,Core Attack Chain
reverseShell4,4,1c874,NEW@<module>@victim.py_slice.py,Core Attack Chain,Core Attack Chain
reverseShell5,1,4f80a,NEW@<module>@reverse_ssl.py_slice.py,Undetermined,Undetermined
reverseShell5,2,c0b0e,NEW@<module>@reverse_ssl.py_slice.py,Undetermined,Undetermined
reverseShell5,3,a63f7,NEW@<module>@reverse_ssl.py_slice.py,Undetermined,Undetermined
reverseShell5,4,456e6,NEW@<module>@reverse_ssl.py_slice.py,Undetermined,Undetermined
reverseShell5,5,210be,NEW@<module>@reverse_ssl.py_slice.py,Core Attack Chain,Core Attack Chain
reverseShell5,6,c8f00,NEW@<module>@reverse_ssl.py_slice.py,Core Attack Chain,Core Attack Chain
simpleMalware1,1,f8ec2,NEW@<module>@attack.py_slice.py,Undetermined,Undetermined
simpleMalware1,2,d320b,NEW@<module>@attack.py_slice.py,Full Attack Chain,Full Attack Chain
simpleMalware1,3,cee65,NEW@<module>@attack.py_slice.py,Full Attack Chain,Full Attack Chain
virus1,0,0581b,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
virus1,1,981f2,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
virus1,2,9aa98,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
virus1,3,ad298,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
virus1,4,a166f,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
virus2,1,42c92,NEW@<body>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
virus2,2,221a4,NEW@<body>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
virus2,3,e4abd,NEW@<body>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
virus2,4,3423c,<body>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
worm1,2,f264f,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm1,3,57344,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm1,4,a283e,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm1,5,3a40a,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm1,6,f9039,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm1,6,f9039,<body>@worm.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
worm1,7,2d706,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm1,7,2d706,<body>@worm.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
worm2,1,63bab,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm2,2,2947e,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm2,3,179a2,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm2,4,a6bb9,NEW@<body>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm2,5,7a727,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain
worm2,5,7a727,<body>@worm.py_slice.py,SAME AS BEFORE,SAME AS BEFORE


