repo_name,commit_num,commit,code_slice,classification,result_two_steps
Python-Trojan,23,c7f9f,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,23,c7f9f,NEW@on_message@main.py_slice.py,Core Attack Chain,Full Attack Chain
Python-Trojan,24,e88fa,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,24,e88fa,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,24,e88fa,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,25,3de6c,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,25,3de6c,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,25,3de6c,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,26,bad07,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,26,bad07,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,26,bad07,NEW@on_message@main.py_slice.py,Core Attack Chain,Full Attack Chain
Python-Trojan,27,c7a42,<module>@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,27,c7a42,on_message@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,27,c7a42,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,28,dbdf0,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,28,dbdf0,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,28,dbdf0,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,29,0c466,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,29,0c466,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,29,0c466,NEW@on_message@main.py_slice.py,Core Attack Chain,Full Attack Chain
Python-Trojan,30,cae75,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,30,cae75,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,30,cae75,NEW@on_message@main.py_slice.py,Core Attack Chain,Full Attack Chain
Python-Trojan,31,5e20f,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,31,5e20f,on_message@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,31,5e20f,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,32,a8447,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,32,a8447,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,32,a8447,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,33,d257a,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,33,d257a,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,33,d257a,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,34,ebc01,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,34,ebc01,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,34,ebc01,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,35,9ebad,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,35,9ebad,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,35,9ebad,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,36,c5c00,<module>@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,36,c5c00,on_message@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,36,c5c00,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,37,4ff7f,<module>@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,37,4ff7f,on_message@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,37,4ff7f,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,38,6ec89,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,38,6ec89,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,38,6ec89,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,39,b5094,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,39,b5094,on_ready@main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Python-Trojan,39,b5094,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,40,cfc93,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
Python-Trojan,40,cfc93,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,40,cfc93,NEW@on_message@main.py_slice.py,Core Attack Chain,Full Attack Chain
Python-Trojan,41,9f8d6,NEW@<module>@main.py_slice.py,Full Attack Chain,Core Attack Chain
Python-Trojan,41,9f8d6,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,41,9f8d6,NEW@on_message@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,42,3dc3b,NEW@<module>@main.py_slice.py,Full Attack Chain,Core Attack Chain
Python-Trojan,42,3dc3b,NEW@on_ready@main.py_slice.py,Core Attack Chain,Core Attack Chain
Python-Trojan,42,3dc3b,NEW@on_message@main.py_slice.py,Core Attack Chain,Full Attack Chain
PythonMalware_1/PythonMalware,0,a30d9,NEW@<fakeNew>@malwarecontrol.py_slice.py,Undetermined,Undetermined
PythonMalware_1/PythonMalware,0,a30d9,NEW@<body>@malwarecontrol.py_slice.py,Full Attack Chain,Full Attack Chain
PythonMalware_1/PythonMalware,0,a30d9,NEW@<module>@malwarecontrol.py_slice.py,Full Attack Chain,Full Attack Chain
PythonMalware_1/PythonMalware,1,3dd9f,NEW@<fakeNew>@mainMenu.py_slice.py,Undetermined,Undetermined
PythonMalware_1/PythonMalware,1,3dd9f,<module>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,1,3dd9f,<fakeNew>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,1,3dd9f,<body>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,2,4f24c,<fakeNew>@mainMenu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,2,4f24c,NEW@<module>@malwarecontrol.py_slice.py,Full Attack Chain,Full Attack Chain
PythonMalware_1/PythonMalware,2,4f24c,<fakeNew>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,2,4f24c,<body>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,3,d37f7,<module>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,3,d37f7,<fakeNew>@mainMenu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,3,d37f7,NEW@<body>@malwareclient.py_slice.py,Full Attack Chain,Full Attack Chain
PythonMalware_1/PythonMalware,3,d37f7,<fakeNew>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,3,d37f7,<body>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,4,1a793,NEW@<module>@packing_launcher.py_slice.py,Undetermined,Undetermined
PythonMalware_1/PythonMalware,4,1a793,<module>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,4,1a793,<fakeNew>@mainMenu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,4,1a793,<fakeNew>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,4,1a793,<body>@malwareclient.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,4,1a793,<body>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,5,19982,<module>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,5,19982,<fakeNew>@mainMenu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,5,19982,<module>@packing_launcher.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,5,19982,<fakeNew>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,5,19982,<body>@malwareclient.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,5,19982,<body>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,6,82162,NEW@<module>@b2.py_slice.py,Core Attack Chain,Core Attack Chain
PythonMalware_1/PythonMalware,6,82162,<module>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,6,82162,<fakeNew>@mainMenu.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,6,82162,<module>@packing_launcher.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,6,82162,<fakeNew>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,6,82162,<body>@malwareclient.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonMalware_1/PythonMalware,6,82162,<body>@malwarecontrol.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonReverseShellBasic,0,a90f3,NEW@<module>@ReverseShell_server.py_slice.py,Undetermined,Undetermined
PythonReverseShellBasic,1,40d25,NEW@<module>@ReverseShell_server.py_slice.py,Undetermined,Undetermined
PythonReverseShellBasic,2,a3398,NEW@<module>@ReverseShell_server.py_slice.py,Undetermined,Undetermined
PythonReverseShellBasic,3,115b5,NEW@<module>@ReverseShell_server.py_slice.py,Core Attack Chain,Core Attack Chain
PythonReverseShellBasic,4,9c290,NEW@<module>@ReverseShell_client.py_slice.py,Core Attack Chain,Core Attack Chain
PythonReverseShellBasic,4,9c290,<module>@ReverseShell_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonReverseShellBasic,5,891e2,NEW@<module>@ReverseShell_client.py_slice.py,Full Attack Chain,Full Attack Chain
PythonReverseShellBasic,5,891e2,<module>@ReverseShell_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonReverseShellBasic,6,5fe8a,NEW@<module>@ReverseShell_client.py_slice.py,Full Attack Chain,Full Attack Chain
PythonReverseShellBasic,6,5fe8a,<module>@ReverseShell_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
PythonVirusExamples,0,f266f,NEW@<module>@ChromeLogger.py_slice.py,Core Attack Chain,Core Attack Chain
PythonVirusExamples,1,1f06e,NEW@<module>@ChromeLogger.py_slice.py,Full Attack Chain,Full Attack Chain
PythonVirusExamples,2,7c4ab,NEW@<module>@ChromeLogger.py_slice.py,Full Attack Chain,Full Attack Chain
raccoon_clipper,0,5d4a4,NEW@<module>@uninstaller_uninstaller.py_slice.py,Benign,Benign
raccoon_clipper,1,bb691,NEW@<module>@uninstaller_uninstaller.py_slice.py,Benign,Benign
raccoon_clipper,2,124df,NEW@<module>@uninstaller_uninstaller.py_slice.py,Benign,Benign
ransomware,0,fde37,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware,0,fde37,NEW@<module>@gen_rsa_key.py_slice.py,Undetermined,Undetermined
ransomware,1,164d2,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware,1,164d2,NEW@<module>@lib_en_decrypt.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware,1,164d2,<module>@gen_rsa_key.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ransomware,2,ae168,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware,2,ae168,NEW@<module>@lib_en_decrypt.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware,2,ae168,NEW@<module>@lib_system_manager.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware,2,ae168,<module>@gen_rsa_key.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ransomware,2,ae168,NEW@<module>@lib_zzz_exploit.py_slice.py,Full Attack Chain,Full Attack Chain
ransomware,2,ae168,NEW@<body>@lib_mysmb.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware,2,ae168,NEW@<module>@lib_eternal_checker.py_slice.py,Benign,Benign
ransomware_malware,0,9a265,NEW@<body>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware_malware,1,edfec,NEW@<body>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware_malware,2,24bd1,<body>@ransomware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ransomware_malware,3,e7f34,NEW@<body>@ransomware.py_slice.py,Benign,Benign
ransomware_malware,4,19851,NEW@<body>@ransomware.py_slice.py,Core Attack Chain,Core Attack Chain
ransomware_malware,5,c9186,<body>@ransomware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ScaryMalware,0,b54b5,NEW@<module>@malware.py_slice.py,Benign,Benign
ScaryMalware,1,57d43,NEW@<module>@malware.py_slice.py,Core Attack Chain,Core Attack Chain
ScaryMalware,2,702da,NEW@<module>@malware.py_slice.py,Core Attack Chain,Core Attack Chain
ScaryMalware,3,d3e8c,NEW@<module>@malware.py_slice.py,Full Attack Chain,Full Attack Chain
ScaryMalware,4,e22de,NEW@<module>@malware.py_slice.py,Full Attack Chain,Core Attack Chain
ScaryMalware,5,c5ff7,NEW@<module>@malware.py_slice.py,Full Attack Chain,Core Attack Chain,joern extract error slice
ScaryMalware,6,2e6cf,NEW@<module>@malware.py_slice.py,Full Attack Chain,Full Attack Chain
ScaryMalware,7,2c725,<module>@malware.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
ScaryMalware,8,3b2cc,NEW@<module>@malware.py_slice.py,Full Attack Chain,Core Attack Chain,joern extract error slice
ScaryMalware,9,06075,NEW@<module>@malware.py_slice.py,Full Attack Chain,Full Attack Chain
ScaryMalware,10,36f13,NEW@<module>@malware.py_slice.py,Full Attack Chain,Full Attack Chain
shameleon,0,3759a,NEW@<body>@shameleon_client_modules_shell.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,0,3759a,NEW@post_input@misc_dummy_server_dummy_server.py_slice.py,Benign,Benign
shameleon,0,3759a,NEW@get_result@misc_dummy_server_dummy_server.py_slice.py,Benign,Benign
shameleon,0,3759a,NEW@post_output@misc_dummy_server_dummy_server.py_slice.py,Benign,Benign
shameleon,0,3759a,NEW@<module>@client.py_slice.py,Core Attack Chain,Undetermined
shameleon,0,3759a,NEW@<body>@shameleon_client_providers_dummy.py_slice.py,Undetermined,Undetermined
shameleon,0,3759a,NEW@<body>@shameleon_client_providers_base.py_slice.py,Undetermined,Undetermined
shameleon,0,3759a,NEW@get_input@misc_dummy_server_dummy_server.py_slice.py,Benign,Benign
shameleon,0,3759a,NEW@<body>@misc_dummy_server_dummy_server.py_slice.py,Benign,Benign
shameleon,1,00828,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,1,00828,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,1,00828,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,1,00828,NEW@_send_payload@shameleon_client_providers_dummy.py_slice.py,Undetermined,Undetermined
shameleon,1,00828,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,1,00828,NEW@<module>@client.py_slice.py,Core Attack Chain,Undetermined
shameleon,1,00828,NEW@<body>@shameleon_client_providers_base.py_slice.py,Undetermined,Undetermined
shameleon,1,00828,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,1,00828,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,1,00828,NEW@_get_payload@shameleon_client_providers_dummy.py_slice.py,Undetermined,Undetermined
shameleon,2,04c56,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,2,04c56,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,2,04c56,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,2,04c56,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,2,04c56,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,2,04c56,NEW@<body>@shameleon_client_providers_dummy.py_slice.py,Undetermined,Undetermined
shameleon,2,04c56,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,2,04c56,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,3,01a49,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,3,01a49,NEW@<body>@shameleon_client_modules_shell.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,3,01a49,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,3,01a49,<body>@shameleon_client_providers_dummy.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,3,01a49,get_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,3,01a49,NEW@<module>@client.py_slice.py,Core Attack Chain,Core Attack Chain
shameleon,3,01a49,get_result@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,3,01a49,post_input@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,<body>@shameleon_client_modules_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,<body>@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
shameleon,4,0aec7,post_output@misc_dummy_server_dummy_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
