repo_name,commit_num,commit,code_slice,classification,result_two_steps,reasoning
Backdoorcreator,4,ad97a,NEW@<module>@server.py_slice.py,Undetermined,Undetermined
Backdoorcreator,5,c92d2,NEW@<module>@backdoorcreate.py_slice.py,Full Attack Chain,Full Attack Chain
Backdoorcreator,5,c92d2,NEW@<module>@server.py_slice.py,Undetermined,Undetermined
Backdoorcreator,6,1ce4c,NEW@<module>@backdoorcreate.py_slice.py,Full Attack Chain,Full Attack Chain
Backdoorcreator,6,1ce4c,<module>@server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Backdoorcreator,7,417b1,NEW@<module>@backdoorcreate.py_slice.py,Full Attack Chain,Full Attack Chain
Backdoorcreator,7,417b1,<module>@server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Basic-Keylogger,0,5a51a,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,1,808fa,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,2,b573a,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,3,00252,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain
beep,0,244fc,NEW@<module>@virus.py_slice.py,Benign,Benign
beep,1,aac79,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
beep,2,01a62,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
beep,3,a6a72,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
beep,4,6ca31,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
beep,5,55be7,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
beep,6,53e58,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
beep,7,1ade8,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
beep,8,77881,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
beep,9,beae0,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
beep,10,9719c,NEW@<module>@virus.py_slice.py,Core Attack Chain,Core Attack Chain
beep,11,6a815,<module>@virus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
beep,12,41a8e,NEW@<module>@virus.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,0,60dc3,NEW@<body>@core_bsky_client.py_slice.py,Benign,Benign
BskyBot,1,e7c5d,NEW@encode@core_jpeg_stegano.py_slice.py,Undetermined,Undetermined
BskyBot,1,e7c5d,NEW@<body>@core_bsky_client.py_slice.py,Benign,Benign
BskyBot,1,e7c5d,NEW@decode@core_jpeg_stegano.py_slice.py,Undetermined,Undetermined
BskyBot,2,dc601,NEW@deserialize_string@core_data_serializer.py_slice.py,Undetermined,Undetermined
BskyBot,2,dc601,NEW@deserialize_bytes@core_data_serializer.py_slice.py,Undetermined,Undetermined
BskyBot,2,dc601,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,2,dc601,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,2,dc601,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,3,48818,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,3,48818,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,3,48818,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,3,48818,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,3,48818,deserialize_string@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,4,bae5f,NEW@<body>@core_dummy_image_path_generator.py_slice.py,Benign,Benign
BskyBot,4,bae5f,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,4,bae5f,NEW@<module>@example.py_slice.py,Benign,Benign
BskyBot,4,bae5f,NEW@<body>@core_bsky_client.py_slice.py,Benign,Benign
BskyBot,4,bae5f,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,4,bae5f,NEW@<body>@bot_bot.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,4,bae5f,NEW@<body>@controller_main.py_slice.py,Benign,Benign
BskyBot,4,bae5f,NEW@<module>@bot_bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,4,bae5f,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,5,b7819,<module>@example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,5,b7819,NEW@<body>@core_dummy_image_path_generator.py_slice.py,Benign,Benign
BskyBot,5,b7819,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,5,b7819,<body>@controller_main.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,5,b7819,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,5,b7819,NEW@<body>@bot_bot.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,5,b7819,NEW@<module>@bot_bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,5,b7819,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,5,b7819,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,6,57dd6,NEW@<body>@core_dummy_image_path_generator.py_slice.py,Benign,Benign
BskyBot,6,57dd6,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,6,57dd6,NEW@<body>@bot.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,6,57dd6,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,6,57dd6,NEW@<module>@bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,6,57dd6,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,6,57dd6,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,<body>@bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,NEW@<module>@controller.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,7,7e97f,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,<module>@bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,<body>@core_dummy_image_path_generator.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,7,7e97f,NEW@<body>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,8,e0939,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,8,e0939,NEW@<body>@bot.py_slice.py,Core Attack Chain,Full Attack Chain
BskyBot,8,e0939,NEW@<module>@controller.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,8,e0939,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,8,e0939,NEW@<module>@bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,8,e0939,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,8,e0939,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,8,e0939,<body>@core_dummy_image_path_generator.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,8,e0939,NEW@<body>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,9,d789a,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,9,d789a,<body>@bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,9,d789a,NEW@<body>@core_bsky_client.py_slice.py,Benign,Benign
BskyBot,9,d789a,NEW@<module>@controller.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,9,d789a,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,9,d789a,NEW@<module>@bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,9,d789a,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,9,d789a,<body>@core_dummy_image_path_generator.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,9,d789a,NEW@<body>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,10,baced,NEW@<body>@core_dummy_image_path_generator.py_slice.py,Benign,Benign
BskyBot,10,baced,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,10,baced,NEW@<body>@bot.py_slice.py,Core Attack Chain,Full Attack Chain
BskyBot,10,baced,NEW@<body>@core_bsky_client.py_slice.py,Benign,Benign
BskyBot,10,baced,NEW@<module>@controller.py_slice.py,Full Attack Chain,Core Attack Chain
BskyBot,10,baced,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,10,baced,NEW@<module>@bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,10,baced,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,10,baced,NEW@<body>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,11,fbe51,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,<body>@bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,NEW@<module>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,11,fbe51,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,<module>@bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,<body>@core_bsky_client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,<body>@core_dummy_image_path_generator.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,11,fbe51,NEW@<body>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,12,b40cc,NEW@<body>@core_dummy_image_path_generator.py_slice.py,Benign,Benign
BskyBot,12,b40cc,encode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,12,b40cc,NEW@<body>@bot.py_slice.py,Core Attack Chain,Full Attack Chain
BskyBot,12,b40cc,NEW@<body>@core_bsky_client.py_slice.py,Benign,Benign
BskyBot,12,b40cc,NEW@<module>@controller.py_slice.py,Full Attack Chain,Core Attack Chain
BskyBot,12,b40cc,deserialize_bytes@core_data_serializer.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,12,b40cc,NEW@<module>@bot.py_slice.py,Full Attack Chain,Full Attack Chain
BskyBot,12,b40cc,decode@core_jpeg_stegano.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
BskyBot,12,b40cc,NEW@<body>@controller.py_slice.py,Core Attack Chain,Core Attack Chain
Cerberus,0,ab1e0,NEW@<module>@Cerberus.py_slice.py,Full Attack Chain,Full Attack Chain
Cerberus,1,44601,<module>@Cerberus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Cerberus,2,cb198,<module>@Cerberus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Cerberus,3,7d2ad,<module>@Cerberus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Cerberus,4,e8f21,NEW@<module>@Cerberus.py_slice.py,Full Attack Chain,Full Attack Chain
Cerberus,5,f03d4,<module>@Cerberus.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Cerberus,6,261a4,NEW@<module>@Cerberus.py_slice.py,Full Attack Chain,Full Attack Chain
Cerberus,7,1262b,NEW@<module>@Cerberus.py_slice.py,Full Attack Chain,Full Attack Chain
Cerberus,8,f5ca7,NEW@<module>@Cerberus.py_slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,0,915e2,NEW@<module>@chromepass.py_slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,1,915e2,NEW@<module>@chromepass.py_slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,2,5c618,<module>@chromepass.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Chrome_pass_stealer,3,915e2,NEW@<module>@chromepass.py_slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,4,d766e,NEW@<module>@chromepass.py_slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,5,444fc,<module>@chromepass.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Chrome_pass_stealer,6,915e2,NEW@<module>@chromepass.py_slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,7,73291,NEW@<module>@chromepass.py_slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,8,4ac98,NEW@<module>@chromepass.py_slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,9,56cdf,<module>@chromepass.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Chrome_pass_stealer,11,b6c64,NEW@<module>@chromepass.py_slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,12,5d3bc,NEW@<module>@chromepass.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,0,dfe2b,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,0,dfe2b,NEW@<module>@uninstaller.py_slice.py,Benign,Benign
crypto-clipper,1,868ca,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,1,868ca,NEW@<module>@uninstaller.py_slice.py,Benign,Benign
crypto-clipper,2,ca07b,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,2,ca07b,NEW@<module>@uninstaller.py_slice.py,Benign,Benign
crypto-clipper,3,f9abe,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,3,f9abe,<module>@uninstaller.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
crypto-clipper,4,299de,NEW@<module>@main.py_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,4,299de,NEW@<module>@uninstaller.py_slice.py,Benign,Benign
dojo6oct16,4,c6dce,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,6,ff97b,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,7,8916a,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,8,06600,<module>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,9,1a34e,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,10,1f053,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,10,1f053,NEW@<body>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,11,502e1,<body>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,11,502e1,<module>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,12,84ec1,NEW@<body>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,12,84ec1,<module>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,13,c2083,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,13,c2083,NEW@<body>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,14,0098c,<body>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,14,0098c,<module>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,15,36a16,NEW@<body>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,15,36a16,<module>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
dojo6oct16,16,df504,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,16,df504,NEW@<body>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,17,af251,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,17,af251,NEW@<body>@infector.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,0,d5b77,NEW@<module>@doomed.py_slice.py,Undetermined,Undetermined
Doomed,0,d5b77,NEW@<module>@deneme.py_slice.py,Undetermined,Undetermined
Doomed,0,d5b77,NEW@<body>@game_sprite_object.py_slice.py,Benign,Benign
Doomed,0,d5b77,NEW@<module>@lock.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,0,d5b77,NEW@<body>@game_npc.py_slice.py,Benign,Benign
Doomed,1,1e3ca,NEW@<module>@doomed.py_slice.py,Undetermined,Undetermined
Doomed,1,1e3ca,NEW@<body>@sprite_object.py_slice.py,Benign,Benign
Doomed,1,1e3ca,NEW@<body>@game_sprite_object.py_slice.py,Benign,Benign
Doomed,1,1e3ca,NEW@<body>@npc.py_slice.py,Benign,Benign
Doomed,1,1e3ca,NEW@<module>@lock.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,1,1e3ca,NEW@<body>@game_npc.py_slice.py,Benign,Benign
Doomed,1,1e3ca,<module>@deneme.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Doomed,2,d1557,NEW@<module>@doomed.py_slice.py,Undetermined,Undetermined
Doomed,2,d1557,<module>@lock.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Doomed,2,d1557,NEW@<body>@sprite_object.py_slice.py,Benign,Benign
Doomed,3,8e8c4,NEW@<body>@sprite_object.py_slice.py,Benign,Benign
Doomed,3,8e8c4,NEW@<module>@lock.py_slice.py,Full Attack Chain,Core Attack Chain
Doomed,3,8e8c4,<module>@doomed.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Doomed,4,01c74,NEW@<module>@DOOM_lock.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,4,01c74,NEW@<module>@DOOM.py_slice.py,Core Attack Chain,Core Attack Chain
Doomed,4,01c74,NEW@<body>@DOOM_sprite_object.py_slice.py,Benign,Benign
Doomed,4,01c74,NEW@<body>@DOOM_npc.py_slice.py,Benign,Benign
Doomed,5,2b87d,<body>@DOOM_npc.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Doomed,5,2b87d,NEW@<module>@DOOM_lock.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,5,2b87d,NEW@<module>@DOOM.py_slice.py,Core Attack Chain,Core Attack Chain
Doomed,5,2b87d,NEW@<body>@DOOM_sprite_object.py_slice.py,Benign,Benign
Doomed,6,a580d,<module>@DOOM_lock.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Doomed,6,a580d,NEW@<module>@DOOM.py_slice.py,Core Attack Chain,Core Attack Chain
Doomed,6,a580d,NEW@<body>@DOOM_sprite_object.py_slice.py,Benign,Benign
Doomed,7,920bf,NEW@<body>@DOOM_weapon.py_slice.py,Benign,Benign
Doomed,7,920bf,NEW@<module>@DOOM_lock.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,7,920bf,NEW@<module>@DOOM.py_slice.py,Core Attack Chain,Core Attack Chain
Doomed,7,920bf,NEW@<body>@DOOM_sprite_object.py_slice.py,Benign,Benign
Doomed,7,920bf,NEW@<body>@DOOM_npc.py_slice.py,Benign,Benign
Doomed,8,06b31,NEW@<body>@DOOM_weapon.py_slice.py,Benign,Benign
Doomed,8,06b31,NEW@<module>@DOOM_lock.py_slice.py,Full Attack Chain,Full Attack Chain
Doomed,8,06b31,NEW@<module>@DOOM.py_slice.py,Core Attack Chain,Core Attack Chain
Doomed,8,06b31,NEW@<body>@DOOM_sprite_object.py_slice.py,Benign,Benign
Doomed,8,06b31,NEW@<body>@DOOM_npc.py_slice.py,Benign,Benign
EvilCrow,0,402ea,NEW@<module>@EvilCrow.py_slice.py,Full Attack Chain,Full Attack Chain
EvilCrow,1,2ec65,NEW@<module>@EvilCrow.py_slice.py,Full Attack Chain,Full Attack Chain
EvilCrow,2,8c077,NEW@<module>@EvilCrow.py_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,0,5d0e8,NEW@<module>@1.py_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,1,410ec,NEW@<module>@1.py_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,1,410ec,NEW@<module>@sork_listner.py_slice.py,Undetermined,Undetermined
funny-virus,1,410ec,NEW@<module>@sork.py_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,2,2cbb3,<module>@1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,2,2cbb3,NEW@<module>@sork_sork.py_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,2,2cbb3,<module>@sork_listner.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,3,d3bdf,<module>@sork_sork.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,3,d3bdf,NEW@<module>@sork_sork_listner.py_slice.py,Undetermined,Undetermined
funny-virus,3,d3bdf,<module>@1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,4,5df84,<module>@sork_sork.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,4,5df84,<module>@1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,4,5df84,<module>@sork_sork_listner.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,5,e4e14,NEW@<module>@sork_sork_listner.py_slice.py,Undetermined,Undetermined
funny-virus,5,e4e14,NEW@<module>@1.py_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,5,e4e14,NEW@<module>@riny_riny.py_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,6,e2566,<module>@1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,6,e2566,NEW@<module>@riny_riny_listner.py_slice.py,Undetermined,Undetermined
funny-virus,6,e2566,<module>@riny_riny.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,7,97ad1,<module>@1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,7,97ad1,NEW@<module>@papa_papa_socket.py_slice.py,Full Attack Chain,Full Attack Chain
funny-virus,7,97ad1,<module>@riny_riny_listner.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,7,97ad1,<module>@riny_riny.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,8,0a71a,<module>@1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,8,0a71a,NEW@<module>@papa_papa_server.py_slice.py,Core Attack Chain,Core Attack Chain
funny-virus,8,0a71a,<module>@riny_riny_listner.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
funny-virus,8,0a71a,<module>@riny_riny.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
