repo_name,commit_num,commit,code_slice,classification,llm_classify_v2
Backdoorcreator,1,22da0,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,1,22da0,server.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,2,677e6,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,2,677e6,server.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,3,697db,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,3,697db,server.py__module__slice.py,Benign Artifact,Benign Artifact
Backdoorcreator,4,ad97a,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,4,ad97a,server.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,5,c92d2,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,5,c92d2,server.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,6,1ce4c,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,6,1ce4c,server.py__module__slice.py,Benign Artifact,Benign Artifact
Backdoorcreator,7,417b1,backdoorcreate.py__module__slice.py,Core Attack Chain,Core Attack Chain
Backdoorcreator,7,417b1,server.py__module__slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,0,5a51a,keylogger.py__module__slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,1,808fa,keylogger.py__module__slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,2,b573a,keylogger.py__module__slice.py,Core Attack Chain,Core Attack Chain
Basic-Keylogger,3,00252,keylogger.py__module__slice.py,Core Attack Chain,Core Attack Chain
beep,0,244fc,virus.py__module__slice.py,Benign Artifact,Benign Artifact
beep,1,aac79,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,2,01a62,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,3,a6a72,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,4,6ca31,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,5,55be7,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,6,53e58,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,7,1ade8,virus.py__module__slice.py,Core Attack Chain,Core Attack Chain
beep,8,77881,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,9,beae0,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,10,9719c,virus.py__module__slice.py,Core Attack Chain,Core Attack Chain
beep,11,6a815,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
beep,12,41a8e,virus.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,0,60dc3,core_bsky_client.py_create_post_metaClassAdapter__slice.py,Benign Artifact,Benign Artifact
BskyBot,0,60dc3,core_bsky_client.py__body__slice.py,Benign Artifact,Benign Artifact
BskyBot,0,60dc3,core_bsky_client.py_create_reply_metaClassAdapter__slice.py,Benign Artifact,Benign Artifact
BskyBot,1,e7c5d,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,1,e7c5d,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,1,e7c5d,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,1,e7c5d,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,2,dc601,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,2,dc601,core_data_serializer.py_deserialize_string_slice.py,Benign Artifact,Benign Artifact
BskyBot,2,dc601,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,2,dc601,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,2,dc601,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,2,dc601,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,3,48818,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,3,48818,core_data_serializer.py_deserialize_string_slice.py,Benign Artifact,Benign Artifact
BskyBot,3,48818,core_jpeg_stegano.py_decode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,3,48818,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,3,48818,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,3,48818,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,4,bae5f,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,4,bae5f,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,4,bae5f,bot_bot.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,4,bae5f,core_jpeg_stegano.py_decode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,4,bae5f,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,4,bae5f,example.py__module__slice.py,Core Attack Chain,Core Attack Chain
BskyBot,4,bae5f,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,5,b7819,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,5,b7819,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,5,b7819,bot_bot.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,5,b7819,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,5,b7819,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,5,b7819,example.py__module__slice.py,Benign Artifact,Benign Artifact
BskyBot,5,b7819,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,6,57dd6,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,6,57dd6,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,6,57dd6,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,6,57dd6,bot.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,6,57dd6,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,6,57dd6,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,6,57dd6,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,7,7e97f,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,7,7e97f,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,7,7e97f,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,7,7e97f,bot.py__module__slice.py,Core Attack Chain,Core Attack Chain
BskyBot,7,7e97f,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,7,7e97f,controller.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,7,7e97f,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,7,7e97f,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,8,e0939,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,8,e0939,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,8,e0939,core_jpeg_stegano.py_decode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,8,e0939,bot.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,8,e0939,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,8,e0939,controller.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,8,e0939,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,8,e0939,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,9,d789a,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,9,d789a,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,9,d789a,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,9,d789a,bot.py__module__slice.py,Core Attack Chain,Core Attack Chain
BskyBot,9,d789a,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,9,d789a,controller.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,9,d789a,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,9,d789a,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,10,baced,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,10,baced,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,10,baced,core_jpeg_stegano.py_decode_slice.py,Core Attack Chain,Core Attack Chain
BskyBot,10,baced,bot.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,10,baced,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,10,baced,controller.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,10,baced,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,10,baced,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,11,fbe51,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,11,fbe51,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,11,fbe51,core_jpeg_stegano.py_decode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,11,fbe51,bot.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,11,fbe51,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,11,fbe51,controller.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,11,fbe51,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,11,fbe51,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
BskyBot,12,b40cc,core_dummy_image_path_generator.py_generate_slice.py,Benign Artifact,Benign Artifact
BskyBot,12,b40cc,core_jpeg_stegano.py_encode_slice.py,Undetermined Call Chain,Undetermined Call Chain
BskyBot,12,b40cc,core_jpeg_stegano.py_decode_slice.py,Benign Artifact,Benign Artifact
BskyBot,12,b40cc,bot.py__module__slice.py,Core Attack Chain,Core Attack Chain
BskyBot,12,b40cc,core_bsky_client.py_create_reply_slice.py,Benign Artifact,Benign Artifact
BskyBot,12,b40cc,controller.py__module__slice.py,Full Attack Chain,Full Attack Chain
BskyBot,12,b40cc,core_data_serializer.py_deserialize_bytes_slice.py,Benign Artifact,Benign Artifact
BskyBot,12,b40cc,core_bsky_client.py_create_post_slice.py,Benign Artifact,Benign Artifact
Cerberus,0,ab1e0,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,1,44601,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,2,cb198,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,3,7d2ad,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,4,e8f21,Cerberus.py__module__slice.py,Core Attack Chain,Core Attack Chain
Cerberus,5,f03d4,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,6,261a4,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,7,1262b,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Cerberus,8,f5ca7,Cerberus.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,0,0c8fb,chromepass.py__module__slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,1,0eeba,chromepass.py__module__slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,2,5c618,chromepass.py__module__slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,3,915e2,chromepass.py__module__slice.py,Core Attack Chain,Core Attack Chain
Chrome_pass_stealer,4,d766e,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,5,444fc,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,6,c060d,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,7,73291,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,8,4ac98,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,9,56cdf,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,10,fc1f7,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,11,b6c64,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
Chrome_pass_stealer,12,5d3bc,chromepass.py__module__slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,0,dfe2b,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,0,dfe2b,uninstaller.py__module__slice.py,Benign Artifact,Benign Artifact
crypto-clipper,1,868ca,main.py_dupe_self_slice.py,Core Attack Chain,Core Attack Chain
crypto-clipper,1,868ca,main.py_main_slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,1,868ca,uninstaller.py__module__slice.py,Benign Artifact,Benign Artifact
crypto-clipper,2,ca07b,main.py__module__slice.py,Core Attack Chain,Core Attack Chain
crypto-clipper,2,ca07b,uninstaller.py__module__slice.py,Benign Artifact,Benign Artifact
crypto-clipper,3,f9abe,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,3,f9abe,uninstaller.py__module__slice.py,Benign Artifact,Benign Artifact
crypto-clipper,4,299de,main.py__module__slice.py,Full Attack Chain,Full Attack Chain
crypto-clipper,4,299de,uninstaller.py__module__slice.py,Benign Artifact,Benign Artifact
dojo6oct16,4,c6dce,infector.py_infect_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,6,ff97b,infector.py_infect_slice.py,Benign Artifact,Benign Artifact
dojo6oct16,7,8916a,infector.py_infect_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,8,06600,infector.py_infect_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,9,1a34e,infector.py_infect_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,10,1f053,importhook.py_find_spec_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,11,502e1,infector.py_find_spec_slice.py,Full Attack Chain,Full Attack Chain
dojo6oct16,12,84ec1,infector.py_find_spec_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,13,c2083,importhook.py_find_spec_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,14,0098c,infector.py_find_spec_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,15,36a16,infector.py_find_spec_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,16,df504,infector.py_find_spec_slice.py,Core Attack Chain,Core Attack Chain
dojo6oct16,17,af251,infector.py_find_spec_slice.py,Full Attack Chain,Full Attack Chain
Doomed,0,d5b77,game_npc.py___init___metaClassAdapter__slice.py,Benign Artifact,Benign Artifact
Doomed,0,d5b77,game_sprite_object.py__body__slice.py,Benign Artifact,Benign Artifact
Doomed,0,d5b77,doomed.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,0,d5b77,deneme.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,0,d5b77,game_sprite_object.py_get_images_metaClassAdapter__slice.py,Benign Artifact,Benign Artifact
Doomed,0,d5b77,lock.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,0,d5b77,game_npc.py__body__slice.py,Benign Artifact,Benign Artifact
Doomed,0,d5b77,game_sprite_object.py___init___metaClassAdapter__slice.py,Benign Artifact,Benign Artifact
Doomed,1,1e3ca,doomed.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,1,1e3ca,deneme.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,1,1e3ca,npc.py___init___slice.py,Benign Artifact,Benign Artifact
Doomed,1,1e3ca,lock.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,1,1e3ca,sprite_object.py_get_images_slice.py,Benign Artifact,Benign Artifact
Doomed,1,1e3ca,unknown___init___slice.py,Benign Artifact,Benign Artifact
Doomed,2,d1557,doomed.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,2,d1557,npc.py___init___slice.py,Benign Artifact,Benign Artifact
Doomed,2,d1557,lock.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,2,d1557,unknown___init___slice.py,Benign Artifact,Benign Artifact
Doomed,3,8e8c4,doomed.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,3,8e8c4,npc.py___init___slice.py,Benign Artifact,Benign Artifact
Doomed,3,8e8c4,lock.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,3,8e8c4,lock.py_BaslangicaTasi_slice.py,Core Attack Chain,Core Attack Chain
Doomed,3,8e8c4,unknown___init___slice.py,Benign Artifact,Benign Artifact
Doomed,4,01c74,DOOM_lock.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,4,01c74,DOOM.py_BaslangicaTasi_slice.py,Core Attack Chain,Core Attack Chain
Doomed,4,01c74,DOOM_npc.py___init___slice.py,Benign Artifact,Benign Artifact
Doomed,4,01c74,DOOM.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,5,2b87d,DOOM_lock.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,5,2b87d,DOOM.py_BaslangicaTasi_slice.py,Core Attack Chain,Core Attack Chain
Doomed,5,2b87d,unknown___init___slice.py,Benign Artifact,Benign Artifact
Doomed,5,2b87d,DOOM.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,6,a580d,DOOM_lock.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,6,a580d,DOOM_npc.py___init___slice.py,Benign Artifact,Benign Artifact
Doomed,6,a580d,DOOM.py__module__slice.py,Full Attack Chain,Full Attack Chain
Doomed,7,920bf,DOOM_lock.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,7,920bf,unknown___init___slice.py,Benign Artifact,Benign Artifact
Doomed,7,920bf,DOOM.py__module__slice.py,Core Attack Chain,Core Attack Chain
Doomed,8,06b31,DOOM_lock.py__module__slice.py,Benign Artifact,Benign Artifact
Doomed,8,06b31,unknown___init___slice.py,Benign Artifact,Benign Artifact
Doomed,8,06b31,DOOM.py__module__slice.py,Core Attack Chain,Core Attack Chain
EvilCrow,0,402ea,EvilCrow.py__module__slice.py,Core Attack Chain,Core Attack Chain
EvilCrow,1,2ec65,EvilCrow.py__module__slice.py,Core Attack Chain,Core Attack Chain
EvilCrow,2,8c077,EvilCrow.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,0,5d0e8,1.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,1,410ec,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,1,410ec,sork.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,1,410ec,sork_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,2,2cbb3,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,2,2cbb3,sork_sork.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,2,2cbb3,sork_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,3,d3bdf,sork_sork_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,3,d3bdf,1.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,3,d3bdf,sork_sork.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,4,5df84,sork_sork_listner.py__module__slice.py,Core Attack Chain,Core Attack Chain
funny-virus,4,5df84,1.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,4,5df84,sork_sork.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,5,e4e14,sork_sork_listner.py__module__slice.py,Full Attack Chain,Full Attack Chain
funny-virus,5,e4e14,riny_riny.py__module__slice.py,Full Attack Chain,Full Attack Chain
