repo_name,commit_num,commit,prev_true_snapshot_label,true_snapshot_label,prev_pred_snapshot_label,pred_snapshot_label,true_snapshot_transition,pred_snapshot_transition,true_snapshot_malicious,pred_snapshot_malicious,new_slice_count,new_true_malicious_count,new_pred_malicious_count,candidate_true_same_malicious,candidate_pred_same_malicious,new_slice_details
Cerberus,3,7d2ad,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
Cerberus,4,e8f21,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@Cerberus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Cerberus,5,f03d4,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
Cerberus,6,261a4,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@Cerberus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Cerberus,7,1262b,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@Cerberus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Cerberus,8,f5ca7,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@Cerberus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Chrome_pass_stealer,1,915e2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Chrome_pass_stealer,2,5c618,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,0,0,0,1,1,
Chrome_pass_stealer,3,915e2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Chrome_pass_stealer,5,444fc,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
Chrome_pass_stealer,6,915e2,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Chrome_pass_stealer,7,73291,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Chrome_pass_stealer,8,4ac98,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Chrome_pass_stealer,9,56cdf,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
Chrome_pass_stealer,11,b6c64,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Chrome_pass_stealer,12,5d3bc,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@chromepass.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Doomed,1,1e3ca,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,6,1,1,1,1,NEW@<body>@game_npc.py_slice.py|T:Benign|P:Benign || NEW@<body>@game_sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<body>@npc.py_slice.py|T:Benign|P:Benign || NEW@<body>@sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<module>@doomed.py_slice.py|T:Undetermined|P:Undetermined || NEW@<module>@lock.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Doomed,2,d1557,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,0,0,1,1,NEW@<body>@sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<module>@doomed.py_slice.py|T:Undetermined|P:Undetermined
Doomed,3,8e8c4,Full Attack Chain,Full Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Core Attack Chain,1,1,2,1,1,1,0,NEW@<body>@sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<module>@lock.py_slice.py|T:Full Attack Chain|P:Core Attack Chain
Doomed,4,01c74,Full Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Core Attack Chain->Full Attack Chain,1,1,4,2,2,1,0,NEW@<body>@DOOM_npc.py_slice.py|T:Benign|P:Benign || NEW@<body>@DOOM_sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<module>@DOOM.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@DOOM_lock.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Doomed,5,2b87d,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,2,2,1,1,NEW@<body>@DOOM_sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<module>@DOOM.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@DOOM_lock.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Doomed,6,a580d,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,1,1,1,1,NEW@<body>@DOOM_sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<module>@DOOM.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
Doomed,7,920bf,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,2,2,1,1,NEW@<body>@DOOM_npc.py_slice.py|T:Benign|P:Benign || NEW@<body>@DOOM_sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<body>@DOOM_weapon.py_slice.py|T:Benign|P:Benign || NEW@<module>@DOOM.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@DOOM_lock.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
Doomed,8,06b31,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,2,2,1,1,NEW@<body>@DOOM_npc.py_slice.py|T:Benign|P:Benign || NEW@<body>@DOOM_sprite_object.py_slice.py|T:Benign|P:Benign || NEW@<body>@DOOM_weapon.py_slice.py|T:Benign|P:Benign || NEW@<module>@DOOM.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@DOOM_lock.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
EvilCrow,1,2ec65,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@EvilCrow.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
EvilCrow,2,8c077,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@EvilCrow.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,3,90d6a,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@start_gdi.py_slice.py|T:Undetermined|P:Undetermined
HackerDoomsday,4,4dce8,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@start_gdi.py_slice.py|T:Undetermined|P:Undetermined
HackerDoomsday,5,96855,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,2,2,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,6,74617,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,2,2,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,7,55bbf,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,8,63891,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
HackerDoomsday,9,587b0,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@start_gdi.py_slice.py|T:Undetermined|P:Undetermined
HackerDoomsday,10,b73db,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,2,2,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,11,cfc7a,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,2,2,2,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,12,22e8b,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
HackerDoomsday,13,584b5,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,14,79e7c,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@worker@regedit_and_virus_safe.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
HackerDoomsday,15,2b860,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@start_gdi.py_slice.py|T:Undetermined|P:Undetermined
HackerDoomsday,16,de183,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,5,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@start_gdi.py_slice.py|T:Undetermined|P:Undetermined
HackerDoomsday,17,2bf39,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,4,4,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
HackerDoomsday,18,b4360,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,4,2,2,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@regedit_and_virus_safe.py_slice.py|T:Undetermined|P:Undetermined || NEW@worker@regedit_and_virus_safe.py_slice.py|T:Benign|P:Benign
HackerDoomsday,19,09785,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,3,3,3,1,1,NEW@<module>@gui.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@main.py_slice.py|T:Full Attack Chain|P:Full Attack Chain || NEW@<module>@multimedia.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
