repo_name,slice_id,first_commit_num,first_commit,first_state,first_cf_commit_num,first_cf_commit,first_cf_state,starts_as_cf,timeline_len,cf_occurrence_count,cf_commit_nums,cf_commits,state_path,timeline,has_cf
Diffie-Hellman_Backdoor,<module>@backdoor_generator_params_to_asn1.py_slice.py,0,63f7d,Benign,,,,0,1,0,,,Benign,0(63f7d):Benign,0
ECommerceCrawlers,<body>@DianpingCrawler_dazhong.py_slice.py,0,ffe1c,Benign,,,,0,46,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(ffe1c):Benign -> 1(0c8b7):Benign -> 2(1e6ba):Benign -> 3(b0eff):Benign -> 4(202fc):Benign -> 5(ba474):Benign -> 6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@DianpingCrawler_demo.py_slice.py,0,ffe1c,Undetermined,,,,0,46,0,,,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,0(ffe1c):Undetermined -> 1(0c8b7):Undetermined -> 2(1e6ba):Undetermined -> 3(b0eff):Undetermined -> 4(202fc):Undetermined -> 5(ba474):Undetermined -> 6(f0bfa):Undetermined -> 7(86c7d):Undetermined -> 8(6f22e):Undetermined -> 9(e5584):Undetermined -> 10(931b6):Undetermined -> 11(d0377):Undetermined -> 12(21eee):Undetermined -> 13(4a5fc):Undetermined -> 14(dc130):Undetermined -> 15(83aa9):Undetermined -> 16(81090):Undetermined -> 17(ed7ad):Undetermined -> 18(ed3cf):Undetermined -> 19(0162f):Undetermined -> 20(56775):Undetermined -> 21(23fc1):Undetermined -> 22(d668c):Undetermined -> 23(77e2c):Undetermined -> 24(2e1e6):Undetermined -> 25(913ba):Undetermined -> 26(f3ba3):Undetermined -> 27(ad7a7):Undetermined -> 28(d5386):Undetermined -> 29(ae571):Undetermined -> 30(7f16e):Undetermined -> 31(92f8f):Undetermined -> 32(999e1):Undetermined -> 33(2a021):Undetermined -> 34(76dbd):Undetermined -> 35(254aa):Undetermined -> 36(d7955):Undetermined -> 37(50a78):Undetermined -> 38(39db9):Undetermined -> 39(9271e):Undetermined -> 40(2691a):Undetermined -> 41(15d28):Undetermined -> 42(f42e4):Undetermined -> 43(fb207):Undetermined -> 44(a3838):Undetermined -> 45(88038):Undetermined,0
ECommerceCrawlers,<body>@East_money_east_money_pipelines.py_slice.py,23,77e2c,Benign,,,,0,23,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@East_money_east_money_spiders_east_spider.py_slice.py,23,77e2c,Benign,,,,0,23,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x01baidutieba_0x01baidutieba.py_slice.py,0,ffe1c,Benign,,,,0,46,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(ffe1c):Benign -> 1(0c8b7):Benign -> 2(1e6ba):Benign -> 3(b0eff):Benign -> 4(202fc):Benign -> 5(ba474):Benign -> 6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x04baotu_baotu.py_slice.py,0,ffe1c,Benign,,,,0,46,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(ffe1c):Benign -> 1(0c8b7):Benign -> 2(1e6ba):Benign -> 3(b0eff):Benign -> 4(202fc):Benign -> 5(ba474):Benign -> 6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x07gdfda_pharmacy_gdfda_pharmacy.py_slice.py,0,ffe1c,Benign,,,,0,46,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(ffe1c):Benign -> 1(0c8b7):Benign -> 2(1e6ba):Benign -> 3(b0eff):Benign -> 4(202fc):Benign -> 5(ba474):Benign -> 6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x08fofa_Fofa_spider.py_slice.py,0,ffe1c,Undetermined,,,,0,46,0,,,Undetermined -> Undetermined -> Benign -> Undetermined -> Undetermined -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Undetermined -> Benign,0(ffe1c):Undetermined -> 1(0c8b7):Undetermined -> 2(1e6ba):Benign -> 3(b0eff):Undetermined -> 4(202fc):Undetermined -> 5(ba474):Undetermined -> 6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Undetermined -> 12(21eee):Undetermined -> 13(4a5fc):Undetermined -> 14(dc130):Undetermined -> 15(83aa9):Undetermined -> 16(81090):Undetermined -> 17(ed7ad):Undetermined -> 18(ed3cf):Undetermined -> 19(0162f):Undetermined -> 20(56775):Undetermined -> 21(23fc1):Undetermined -> 22(d668c):Undetermined -> 23(77e2c):Undetermined -> 24(2e1e6):Undetermined -> 25(913ba):Undetermined -> 26(f3ba3):Undetermined -> 27(ad7a7):Undetermined -> 28(d5386):Undetermined -> 29(ae571):Undetermined -> 30(7f16e):Undetermined -> 31(92f8f):Undetermined -> 32(999e1):Undetermined -> 33(2a021):Undetermined -> 34(76dbd):Undetermined -> 35(254aa):Undetermined -> 36(d7955):Undetermined -> 37(50a78):Undetermined -> 38(39db9):Undetermined -> 39(9271e):Undetermined -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Undetermined -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x10baidu_baidu_keyword.py_slice.py,6,f0bfa,Benign,,,,0,40,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x11zzc_export_title.py_slice.py,7,86c7d,Benign,,,,0,39,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x11zzc_tk_zzc.py_slice.py,7,86c7d,Undetermined,,,,0,39,0,,,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,7(86c7d):Undetermined -> 8(6f22e):Undetermined -> 9(e5584):Undetermined -> 10(931b6):Undetermined -> 11(d0377):Undetermined -> 12(21eee):Undetermined -> 13(4a5fc):Undetermined -> 14(dc130):Undetermined -> 15(83aa9):Undetermined -> 16(81090):Undetermined -> 17(ed7ad):Undetermined -> 18(ed3cf):Undetermined -> 19(0162f):Undetermined -> 20(56775):Undetermined -> 21(23fc1):Undetermined -> 22(d668c):Undetermined -> 23(77e2c):Undetermined -> 24(2e1e6):Undetermined -> 25(913ba):Undetermined -> 26(f3ba3):Undetermined -> 27(ad7a7):Undetermined -> 28(d5386):Undetermined -> 29(ae571):Undetermined -> 30(7f16e):Undetermined -> 31(92f8f):Undetermined -> 32(999e1):Undetermined -> 33(2a021):Undetermined -> 34(76dbd):Undetermined -> 35(254aa):Undetermined -> 36(d7955):Undetermined -> 37(50a78):Undetermined -> 38(39db9):Undetermined -> 39(9271e):Undetermined -> 40(2691a):Undetermined -> 41(15d28):Undetermined -> 42(f42e4):Undetermined -> 43(fb207):Undetermined -> 44(a3838):Undetermined -> 45(88038):Undetermined,0
ECommerceCrawlers,<body>@OthertCrawler_0x11zzc_zz_spider.py_slice.py,7,86c7d,Benign,,,,0,39,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x15xiaomiappshop_xiaomishop.py_slice.py,38,39db9,Benign,,,,0,8,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_0x16kuanappshop_kuan.py_slice.py,39,9271e,Benign,,,,0,7,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@OthertCrawler_Demo_DemoSpider.py_slice.py,0,ffe1c,Benign,,,,0,46,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(ffe1c):Benign -> 1(0c8b7):Benign -> 2(1e6ba):Benign -> 3(b0eff):Benign -> 4(202fc):Benign -> 5(ba474):Benign -> 6(f0bfa):Benign -> 7(86c7d):Benign -> 8(6f22e):Benign -> 9(e5584):Benign -> 10(931b6):Benign -> 11(d0377):Benign -> 12(21eee):Benign -> 13(4a5fc):Benign -> 14(dc130):Benign -> 15(83aa9):Benign -> 16(81090):Benign -> 17(ed7ad):Benign -> 18(ed3cf):Benign -> 19(0162f):Benign -> 20(56775):Benign -> 21(23fc1):Benign -> 22(d668c):Benign -> 23(77e2c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@ShicimingjuCrawleAndDisplay_manages.py_slice.py,22,d668c,Benign,,,,0,23,0,,,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,22(d668c):Benign -> 24(2e1e6):Benign -> 25(913ba):Benign -> 26(f3ba3):Benign -> 27(ad7a7):Benign -> 28(d5386):Benign -> 29(ae571):Benign -> 30(7f16e):Benign -> 31(92f8f):Benign -> 32(999e1):Benign -> 33(2a021):Benign -> 34(76dbd):Benign -> 35(254aa):Benign -> 36(d7955):Benign -> 37(50a78):Benign -> 38(39db9):Benign -> 39(9271e):Benign -> 40(2691a):Benign -> 41(15d28):Benign -> 42(f42e4):Benign -> 43(fb207):Benign -> 44(a3838):Benign -> 45(88038):Benign,0
ECommerceCrawlers,<body>@ShicimingjuCrawleAndDisplay_test.py_slice.py,43,fb207,Benign,,,,0,1,0,,,Benign,43(fb207):Benign,0
