repo_name,commit_num,commit,code_slice,ground_truth,prediction,Malware Type
MirageLink-rat-gui,3,ba9e2,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,4,b2e6a,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,4,b2e6a,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,5,b1fa2,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,5,b1fa2,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,6,13334,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,6,13334,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,7,7761a,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,7,7761a,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,7,7761a,NEW@<module>@soundpad.py_slice.py,Benign,Benign,None
MirageLink-rat-gui,8,d179f,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,8,d179f,<module>@soundpad.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,8,d179f,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,9,17166,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,9,17166,<module>@server_gui.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,9,17166,<module>@soundpad.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,10,278a3,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,10,278a3,<module>@soundpad.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,10,278a3,NEW@<module>@server_gui.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
MirageLink-rat-gui,11,cb51a,<module>@config.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,11,cb51a,<module>@server_gui.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,11,cb51a,<module>@soundpad.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
MirageLink-rat-gui,11,cb51a,NEW@<module>@builder_clients_data_client_build.py_slice.py,Benign,Benign,None
MirageLink-rat-gui,11,cb51a,NEW@<module>@builder_clients_data_client_client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
NetWorm,0,77e84,NEW@<module>@worm.py_slice.py,Undetermined,Undetermined,None
NetWorm,1,1ae15,NEW@<module>@worm.py_slice.py,Undetermined,Undetermined,None
NetWorm,2,51679,NEW@<module>@worm.py_slice.py,Undetermined,Undetermined,None
NetWorm,3,d0967,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-Network Worm)
NetWorm,4,55399,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-Network Worm)
NetWorm,5,3c5fc,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-Network Worm)
NetWorm,6,66ac3,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type B (Client/Reverse)
NetWorm,7,97172,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-File/Device Worm)
NetWorm,8,02426,NEW@<module>@worm.py_slice.py,Full Attack Chain,Full Attack Chain,Type L (L-File/Device Worm)
NetWorm,9,8a70e,<module>@worm.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
NetWorm,10,f9063,NEW@<module>@worm.py_slice.py,Full Attack Chain,Full Attack Chain,Type L (L-File/Device Worm)
NetWorm,11,10a7d,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-Network Worm)
NetWorm,12,71d5a,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-Network Worm)
NetWorm,13,c2499,NEW@<module>@worm.py_slice.py,Core Attack Chain,Core Attack Chain,Type L (L-Network Worm)
NetWorm,14,c0920,NEW@<module>@worm.py_slice.py,Full Attack Chain,Full Attack Chain,Type L (L-Network Worm)
NetWorm,15,9439d,NEW@<module>@worm.py_slice.py,Full Attack Chain,Full Attack Chain,Type L (L-File/Device Worm)
PY-RAT,0,9ffc2,NEW@<module>@PY_RAT.py_slice.py,Core Attack Chain,Core Attack Chain,Type B (Server/Bind)
PY-RAT,2,319e9,NEW@<module>@PY-RAT_PY_RAT.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
PY-RAT,3,ec602,NEW@<module>@PY-RAT_PY_RAT.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
PY-RAT,4,cf545,NEW@<module>@PY-RAT_PY_RAT.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
PY-RAT,5,82cfb,NEW@<module>@PY-RAT_PY_RAT.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
PY-RAT,6,ef25b,<module>@PY-RAT_PY_RAT.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
PY-RAT,6,ef25b,NEW@<module>@SCRIPTS_moveToStartup.py_slice.py,Full Attack Chain,Full Attack Chain,Type K
Python-RAT,0,fc9a2,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,0,fc9a2,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,1,8b6ec,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,1,8b6ec,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,2,984ea,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,2,984ea,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,3,89d84,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,3,89d84,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,4,ef1a1,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,4,ef1a1,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,5,1af1d,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,5,1af1d,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,6,c9dc7,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,6,c9dc7,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,7,de5ad,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,7,de5ad,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,8,8a098,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,8,8a098,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,9,6753e,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,9,6753e,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,10,fd75a,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,10,fd75a,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,11,2e9e3,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,11,2e9e3,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,12,0f259,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,12,0f259,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,13,90b45,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,13,90b45,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,14,a6753,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,14,a6753,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,14,a6753,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Python-RAT,15,cd427,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,15,cd427,<module>@client.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,15,cd427,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Python-RAT,16,36c31,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,16,36c31,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,16,36c31,NEW@<module>@keylogger.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
Python-RAT,17,32a21,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,17,32a21,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,17,32a21,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,18,72609,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,18,72609,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,18,72609,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,19,ac63b,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,19,ac63b,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,19,ac63b,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,20,43d35,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,20,43d35,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,20,43d35,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,21,fd5ff,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,21,fd5ff,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,21,fd5ff,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,22,8718d,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,22,8718d,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,22,8718d,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,23,069e1,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,23,069e1,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,23,069e1,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,24,be4c1,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,24,be4c1,<module>@keylogger.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,24,be4c1,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,25,aece9,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,25,aece9,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,26,77726,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,26,77726,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,27,a6337,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,27,a6337,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,28,2f3f7,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,28,2f3f7,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,29,e1596,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,29,e1596,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,30,60c5f,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,30,60c5f,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,31,b7d26,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,31,b7d26,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,32,dc08e,NEW@<module>@Listen.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Server/Bind)
Python-RAT,32,dc08e,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,33,be056,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,33,be056,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,34,41d0a,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,34,41d0a,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,35,0f254,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,35,0f254,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,36,04773,<module>@Listen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
Python-RAT,36,04773,NEW@<module>@client.py_slice.py,Full Attack Chain,Full Attack Chain,Type B (Client/Reverse)
Python-RAT,36,04773,NEW@<module>@findPrivateIP.py_slice.py,Benign,Benign,None
dojo6oct16,5,ff97b,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain,Type F
dojo6oct16,6,06600,<module>@infector.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
dojo6oct16,7,1a34e,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain,Type F
dojo6oct16,8,1f053,NEW@<module>@infector.py_slice.py,Full Attack Chain,Full Attack Chain,Type F
dojo6oct16,9,c2083,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain,Type F
dojo6oct16,10,36a16,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain,Type F
dojo6oct16,11,df504,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain,Type F
dojo6oct16,12,af251,NEW@<module>@infector.py_slice.py,Core Attack Chain,Core Attack Chain,Type F
keylogger,3,df91a,NEW@<module>@bot.py_slice.py,Undetermined,Undetermined,None
keylogger,3,df91a,NEW@<module>@overlord.py_slice.py,Undetermined,Undetermined,None
keylogger,4,e79cc,NEW@<module>@src_bot.py_slice.py,Undetermined,Undetermined,None
keylogger,4,e79cc,NEW@<module>@src_server_overlord.py_slice.py,Undetermined,Undetermined,None
keylogger,5,3291f,<module>@src_server_overlord.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,5,3291f,NEW@<module>@src_bot.py_slice.py,Undetermined,Undetermined,None
keylogger,6,10d8d,<module>@src_server_overlord.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,6,10d8d,NEW@<module>@src_bot.py_slice.py,Core Attack Chain,Core Attack Chain,Type A
keylogger,7,64762,NEW@<module>@src_bot.py_slice.py,Undetermined,Undetermined,None
keylogger,7,64762,NEW@<module>@src_server_overlord.py_slice.py,Undetermined,Undetermined,None
keylogger,8,fd003,<module>@src_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,8,fd003,NEW@<module>@src_server_overlord.py_slice.py,Undetermined,Undetermined,None
keylogger,9,ee3ab,NEW@<module>@src_bot.py_slice.py,Full Attack Chain,Full Attack Chain,Type A
keylogger,9,ee3ab,NEW@<module>@src_server_overlord.py_slice.py,Undetermined,Undetermined,None
keylogger,10,97edf,<module>@src_server_overlord.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,10,97edf,NEW@<module>@src_bot.py_slice.py,Core Attack Chain,Core Attack Chain,Type A
keylogger,11,b168c,NEW@<module>@src_client_bot.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,11,b168c,NEW@<module>@src_overlord.py_slice.py,Undetermined,Undetermined,None
keylogger,12,9176b,NEW@<module>@src_client_bot.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,12,9176b,NEW@<module>@src_server_socket_handler.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,13,b59d9,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,13,b59d9,NEW@<module>@src_server_socket_handler.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,14,b2aad,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,14,b2aad,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,15,fb60c,NEW@<module>@src_client_bot.py_slice.py,Full Attack Chain,Full Attack Chain,Type H
keylogger,15,fb60c,NEW@<module>@src_server_socket_handler.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,16,1c092,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,16,1c092,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,17,db70d,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,17,db70d,NEW@<module>@src_server_socket_handler.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,17,db70d,NEW@<module>@src_test_code.py_slice.py,Benign,Benign,None
keylogger,18,2b0ae,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,18,2b0ae,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,18,2b0ae,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,19,35982,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,19,35982,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,19,35982,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,20,a1fa1,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,20,a1fa1,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,20,a1fa1,NEW@<module>@src_server_socket_handler.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,21,da4e5,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,21,da4e5,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,21,da4e5,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,22,5dfdd,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,22,5dfdd,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,22,5dfdd,NEW@<module>@src_server_socket_handler.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,23,b0fba,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,23,b0fba,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,23,b0fba,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,24,eb665,<module>@src_server_socket_handler.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,24,eb665,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,24,eb665,NEW@<module>@src_client_bot.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,24,eb665,NEW@<module>@src_server_secrets.py_slice.py,Benign,Benign,None
keylogger,24,eb665,NEW@<module>@src_utils_system.py_slice.py,Benign,Benign,None
keylogger,25,3e1bd,<module>@src_server_secrets.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,25,3e1bd,<module>@src_test_code.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,25,3e1bd,<module>@src_utils_system.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,25,3e1bd,NEW@<module>@src_client_bot.py_slice.py,Core Attack Chain,Core Attack Chain,Type H
keylogger,25,3e1bd,NEW@<module>@src_server_socket_handler.py_slice.py,Undetermined,Undetermined,None
keylogger,26,26727,<module>@src_client_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
keylogger,26,26727,<module>@src_server_secrets.py_slice.py,SAME AS BEFORE,SAME AS BEFORE,
