repo_name,commit_num,commit,prev_true_snapshot_label,true_snapshot_label,prev_pred_snapshot_label,pred_snapshot_label,true_snapshot_transition,pred_snapshot_transition,true_snapshot_malicious,pred_snapshot_malicious,new_slice_count,new_true_malicious_count,new_pred_malicious_count,candidate_true_same_malicious,candidate_pred_same_malicious,new_slice_details
ransomware3,2,aa702,Undetermined,Core Attack Chain,Undetermined,Core Attack Chain,Undetermined->Core Attack Chain,Undetermined->Core Attack Chain,1,1,1,1,1,0,0,NEW@<module>@attack.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware3,3,725f5,Core Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Full Attack Chain,Core Attack Chain->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@attack.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware3,4,e29aa,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@attack.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware3,5,7d82f,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@attack.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware4,2,fea26,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@ransomware.py_slice.py|T:Undetermined|P:Undetermined
ransomware4,3,92b3a,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined->Undetermined,Undetermined->Undetermined,0,0,1,0,0,0,0,NEW@<module>@ransomware.py_slice.py|T:Undetermined|P:Undetermined
ransomware4,4,034e6,Undetermined,Core Attack Chain,Undetermined,Core Attack Chain,Undetermined->Core Attack Chain,Undetermined->Core Attack Chain,1,1,1,1,1,0,0,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware4,5,f74df,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware4,6,e8210,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware4,7,6fa08,Core Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Full Attack Chain,Core Attack Chain->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@ransomware.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware5,0,1f376,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@cryptware.py_slice.py|T:Undetermined|P:Undetermined
ransomware5,1,2e3d3,Undetermined,Core Attack Chain,Undetermined,Core Attack Chain,Undetermined->Core Attack Chain,Undetermined->Core Attack Chain,1,1,2,2,2,0,0,NEW@<body>@cryptware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@cryptware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware5,2,262f1,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@cryptware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@cryptware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware5,3,2e4e1,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@cryptware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@cryptware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware6,0,571ee,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@ransomware.py_slice.py|T:Undetermined|P:Undetermined
ransomware6,1,2c7b0,Undetermined,Core Attack Chain,Undetermined,Core Attack Chain,Undetermined->Core Attack Chain,Undetermined->Core Attack Chain,1,1,1,1,1,0,0,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware6,2,400a1,Core Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Full Attack Chain,Core Attack Chain->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@ransomware.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware6,3,546b3,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@ransomware.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
ransomware7,0,5312c,,Core Attack Chain,,Core Attack Chain,,,1,1,1,1,1,0,0,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware7,1,ab143,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware7,2,8770a,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,2,2,2,1,1,NEW@<body>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain || NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
ransomware7,3,d6a53,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@ransomware.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
reverseShell1,0,c6677,,Full Attack Chain,,Full Attack Chain,,,1,1,1,1,1,0,0,NEW@<module>@reverse.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
reverseShell1,1,2ceaa,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@reverse.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
reverseShell1,2,72770,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@reverse.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
reverseShell1,3,a9d41,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@reverse.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
reverseShell2,1,683ad,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@client.py_slice.py|T:Undetermined|P:Undetermined
reverseShell2,2,86f9e,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined->Undetermined,Undetermined->Undetermined,0,0,1,0,0,0,0,NEW@<module>@client.py_slice.py|T:Undetermined|P:Undetermined
reverseShell2,3,3d1ac,Undetermined,Full Attack Chain,Undetermined,Full Attack Chain,Undetermined->Full Attack Chain,Undetermined->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@client.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
reverseShell3,0,dcf79,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@client.py_slice.py|T:Undetermined|P:Undetermined
reverseShell3,1,1ccbb,Undetermined,Full Attack Chain,Undetermined,Full Attack Chain,Undetermined->Full Attack Chain,Undetermined->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@client.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
reverseShell4,2,f3a04,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@victim.py_slice.py|T:Undetermined|P:Undetermined
reverseShell4,3,08561,Undetermined,Core Attack Chain,Undetermined,Core Attack Chain,Undetermined->Core Attack Chain,Undetermined->Core Attack Chain,1,1,1,1,1,0,0,NEW@<module>@victim.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
reverseShell4,4,1c874,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@victim.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
reverseShell5,1,4f80a,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@reverse_ssl.py_slice.py|T:Undetermined|P:Undetermined
reverseShell5,2,c0b0e,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined->Undetermined,Undetermined->Undetermined,0,0,1,0,0,0,0,NEW@<module>@reverse_ssl.py_slice.py|T:Undetermined|P:Undetermined
reverseShell5,3,a63f7,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined->Undetermined,Undetermined->Undetermined,0,0,1,0,0,0,0,NEW@<module>@reverse_ssl.py_slice.py|T:Undetermined|P:Undetermined
reverseShell5,4,456e6,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined->Undetermined,Undetermined->Undetermined,0,0,1,0,0,0,0,NEW@<module>@reverse_ssl.py_slice.py|T:Undetermined|P:Undetermined
reverseShell5,5,210be,Undetermined,Core Attack Chain,Undetermined,Core Attack Chain,Undetermined->Core Attack Chain,Undetermined->Core Attack Chain,1,1,1,1,1,0,0,NEW@<module>@reverse_ssl.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
reverseShell5,6,c8f00,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@reverse_ssl.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
simpleMalware1,1,f8ec2,,Undetermined,,Undetermined,,,0,0,1,0,0,0,0,NEW@<module>@attack.py_slice.py|T:Undetermined|P:Undetermined
simpleMalware1,2,d320b,Undetermined,Full Attack Chain,Undetermined,Full Attack Chain,Undetermined->Full Attack Chain,Undetermined->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@attack.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
simpleMalware1,3,cee65,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<module>@attack.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
virus1,0,0581b,,Core Attack Chain,,Core Attack Chain,,,1,1,1,1,1,0,0,NEW@<module>@virus.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
virus1,1,981f2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@virus.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
virus1,2,9aa98,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@virus.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
virus1,3,ad298,Core Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Full Attack Chain,Core Attack Chain->Full Attack Chain,1,1,1,1,1,0,0,NEW@<module>@virus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
virus1,4,a166f,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
virus2,1,42c92,,Core Attack Chain,,Core Attack Chain,,,1,1,1,1,1,0,0,NEW@<body>@virus.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
virus2,2,221a4,Core Attack Chain,Full Attack Chain,Core Attack Chain,Full Attack Chain,Core Attack Chain->Full Attack Chain,Core Attack Chain->Full Attack Chain,1,1,1,1,1,0,0,NEW@<body>@virus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
virus2,3,e4abd,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,1,1,1,1,1,NEW@<body>@virus.py_slice.py|T:Full Attack Chain|P:Full Attack Chain
virus2,4,3423c,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain,Full Attack Chain->Full Attack Chain,Full Attack Chain->Full Attack Chain,1,1,0,0,0,1,1,
worm1,2,f264f,,Core Attack Chain,,Core Attack Chain,,,1,1,1,1,1,0,0,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm1,3,57344,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm1,4,a283e,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm1,5,3a40a,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm1,6,f9039,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm1,7,2d706,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm2,1,63bab,,Core Attack Chain,,Core Attack Chain,,,1,1,1,1,1,0,0,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm2,2,2947e,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm2,3,179a2,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm2,4,a6bb9,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<body>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
worm2,5,7a727,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain,Core Attack Chain->Core Attack Chain,Core Attack Chain->Core Attack Chain,1,1,1,1,1,1,1,NEW@<module>@worm.py_slice.py|T:Core Attack Chain|P:Core Attack Chain
